vibration_rms,temperature,sound_level,maintenance_days,wheel_health,bearing_health,failure
0.627,74.4,75.1,123,45,44,1
0.312,35.1,49.3,27,80,86,0
0.239,37.5,52.5,59,79,86,0
0.65,68.4,75.0,169,41,44,1
0.581,62.5,72.8,194,44,49,1
0.31,58.9,44.4,38,83,71,0
0.581,76.8,79.9,118,44,45,1
0.325,53.5,61.9,66,69,72,0
0.322,40.5,53.4,78,74,79,0
0.209,35.5,64.9,5,75,91,0
0.228,35.4,61.8,75,72,87,0
0.343,36.2,45.4,66,79,82,0
0.394,46.0,51.6,24,75,76,0
0.296,52.2,45.2,38,83,76,0
0.318,50.9,56.6,76,72,73,0
0.29,55.9,63.8,78,68,71,0
0.255,47.4,51.9,70,78,78,0
0.594,63.2,78.6,90,46,54,1
0.669,74.3,80.9,159,37,40,1
0.676,79.2,74.1,192,40,35,1
0.28,50.0,43.5,87,82,75,0
0.915,94.5,91.9,224,17,14,1
0.524,74.6,71.0,197,48,44,1
0.308,38.8,46.1,23,82,84,0
0.354,51.0,55.1,86,71,71,0
0.642,69.1,84.3,129,38,46,1
0.257,46.2,50.2,62,80,79,0
0.288,45.1,58.1,89,72,77,0
0.292,35.2,67.5,72,66,84,0
0.249,54.4,53.3,3,81,78,0
0.443,76.1,81.4,121,48,50,1
0.748,91.8,89.0,267,23,20,1
0.232,41.4,42.1,53,86,84,0
0.533,61.9,74.6,137,48,55,1
0.401,60.6,75.0,148,53,60,0
0.371,50.5,65.1,73,64,72,0
0.621,61.0,72.5,133,46,52,1
0.248,39.5,43.9,53,85,84,0
0.937,83.4,98.2,267,9,18,1
0.568,67.1,80.8,191,40,47,1
0.525,70.7,70.8,174,49,47,1
0.259,49.0,58.7,23,76,80,0
0.654,64.7,73.6,152,43,47,1
0.235,50.4,58.5,84,74,77,0
0.244,45.5,66.0,5,73,83,0
0.224,55.1,52.2,32,81,77,0
0.897,92.2,87.6,235,20,16,1
0.386,41.7,50.4,32,76,79,0
0.302,35.1,55.5,84,73,83,0
0.231,43.4,63.2,35,73,84,0
0.27,54.4,47.4,46,82,75,0
0.584,73.3,73.9,104,48,47,1
0.205,49.5,42.3,51,87,80,0
0.644,68.2,74.2,158,43,45,1
0.463,72.8,72.4,110,54,52,0
0.252,59.5,65.4,78,69,71,0
0.384,48.0,66.6,40,65,74,0
0.311,42.2,55.8,11,76,83,0
0.566,63.1,74.8,110,48,54,1
0.519,79.9,70.7,93,54,47,1
0.41,65.3,79.8,183,47,55,1
0.464,76.2,70.9,100,55,51,0
0.758,93.6,93.7,252,20,20,1
0.203,36.0,67.2,51,71,88,0
0.327,42.5,69.2,55,64,79,0
0.251,48.3,64.7,5,73,82,0
0.228,43.1,66.9,13,72,85,0
0.209,54.5,63.6,62,73,76,0
0.541,65.2,73.4,106,50,54,0
0.232,54.1,67.1,13,72,78,0
0.323,43.3,46.9,14,82,81,0
0.445,72.8,78.8,134,49,52,1
0.366,56.3,46.3,77,77,68,0
0.651,76.3,84.3,190,34,38,1
0.384,54.4,55.9,66,70,69,0
0.672,64.2,70.6,171,43,46,1
0.29,44.1,53.3,76,75,79,0
0.232,42.5,52.4,21,81,85,0
0.61,61.9,71.2,106,49,53,1
0.355,46.7,47.6,50,78,76,0
0.264,55.9,62.4,12,74,76,0
0.216,48.3,70.0,70,68,79,0
0.316,54.6,68.7,63,65,72,0
0.753,83.3,96.4,283,17,25,1
0.225,46.1,55.2,11,80,84,0
0.801,92.9,95.6,307,14,15,1
0.514,61.5,70.6,154,51,55,0
0.551,65.5,73.5,94,50,54,0
0.347,46.4,54.4,59,73,76,0
0.36,52.5,54.1,87,71,70,0
0.212,56.8,42.8,21,89,77,0
0.222,51.9,55.3,55,78,78,0
0.477,61.1,80.6,165,45,56,1
0.745,99.6,95.7,208,22,19,1
0.599,80.0,83.2,100,42,43,1
0.577,74.0,71.1,144,48,45,1
0.295,40.4,42.8,65,83,81,0
0.371,57.2,67.5,40,65,69,0
0.787,98.5,93.8,269,18,15,1
0.516,78.8,76.4,132,48,45,1
0.249,46.3,55.6,24,78,82,0
0.282,48.5,60.7,70,71,77,0
0.854,96.0,96.1,275,13,13,1
0.467,76.0,70.7,195,50,45,1
0.441,70.1,72.8,116,54,54,0
0.372,40.6,53.2,78,72,77,0
0.29,48.1,66.4,61,67,77,0
0.237,46.3,59.7,39,75,81,0
0.372,49.3,41.9,67,80,73,0
0.367,51.9,56.4,48,72,72,0
0.232,50.7,46.8,72,82,77,0
0.627,63.4,73.6,157,44,49,1
0.222,43.9,59.3,55,75,83,0
0.228,58.6,44.6,5,88,76,0
0.263,54.0,66.5,54,69,75,0
0.265,35.7,66.5,51,69,86,0
